"FIPS","Qualifying Name","File identification","State Postal Abbreviation","Summary Level","Geographic Component","Logical Record Number","US","Census Region","Census Division","State (Census Code)","State (FIPS Code)","County of current residence","County Subdivision (FIPS)","Place (FIPS Code)","Census Tract","Block Group","Consolidated City","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(Census)","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian TribalSubdivision (Census)","American Indian TribalSubdivision (FIPS)","Alaska Native RegionalCorporation (FIPS)","Metropolitan and MicropolitanStatistical Area","Combined Statistical Area","Metropolitan Statistical Area-Metropolitan Division","Metropolitan Area Central City","Metropolitan/MicropolitanIndicator Flag","New England City and Town Area","New England City and TownCombined Statistical Area","New England City and Town AreaDivision","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","5-digit ZIP Code Tabulation Area","Subminor Civil Division (FIPS)","State-School District (Elementary)","State-School District (Secondary)","State-School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area – 5%File","Public Use Microdata Area - 1% File","Geographic Identifier","Area Name","Tribal Tract","Tribal Block Group","Place (State FIPS + Place FIPS)","Households:","Households: Family Households","Households: Family Households: Married-Couple Family","Households: Family Households: Other Family","Households: Family Households: Other Family: Male Householder, No Wife Present","Households: Family Households: Other Family: Female Householder, No Husband Present","Households: Nonfamily Households","Households: Nonfamily Households: Male Householder","Households: Nonfamily Households: Female Householder"
Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A10008_001,SE_A10008_002,SE_A10008_003,SE_A10008_004,SE_A10008_005,SE_A10008_006,SE_A10008_007,SE_A10008_008,SE_A10008_009
"0632710","Rio Bravo-Greeley Union Elementary School District, California","ACSSF","ca","950","00","0043644",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32710",,,,,,,,,"95000US0632710","Rio Bravo-Greeley Union Elementary School District",,,,1481,1226,1128,98,44,54,255,104,151
"0632730","Rio Dell Elementary School District, California","ACSSF","ca","950","00","0043645",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32730",,,,,,,,,"95000US0632730","Rio Dell Elementary School District",,,,1381,778,492,286,68,218,603,203,400
"0632760","Rio Elementary School District, California","ACSSF","ca","950","00","0043646",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32760",,,,,,,,,"95000US0632760","Rio Elementary School District",,,,11916,8785,5774,3011,1043,1968,3131,1682,1449
"0633210","Roberts Ferry Union Elementary School District, California","ACSSF","ca","950","00","0043647",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33210",,,,,,,,,"95000US0633210","Roberts Ferry Union Elementary School District",,,,245,149,111,38,30,8,96,72,24
"0633240","Robla Elementary School District, California","ACSSF","ca","950","00","0043648",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33240",,,,,,,,,"95000US0633240","Robla Elementary School District",,,,6166,4870,2843,2027,563,1464,1296,528,768
"0633270","Rockford Elementary School District, California","ACSSF","ca","950","00","0043649",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33270",,,,,,,,,"95000US0633270","Rockford Elementary School District",,,,439,282,210,72,47,25,157,123,34
"0633390","Romoland Elementary School District, California","ACSSF","ca","950","00","0043650",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33390",,,,,,,,,"95000US0633390","Romoland Elementary School District",,,,10046,8095,6220,1875,725,1150,1951,944,1007
"0633480","Rosedale Union Elementary School District, California","ACSSF","ca","950","00","0043651",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33480",,,,,,,,,"95000US0633480","Rosedale Union Elementary School District",,,,15819,12577,10397,2180,835,1345,3242,1501,1741
"0633510","Roseland School District, California","ACSSF","ca","950","00","0043652",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33510",,,,,,,,,"95000US0633510","Roseland School District",,,,3776,2443,1431,1012,383,629,1333,610,723
"0633570","Rosemead Elementary School District, California","ACSSF","ca","950","00","0043653",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33570",,,,,,,,,"95000US0633570","Rosemead Elementary School District",,,,7340,5999,3894,2105,787,1318,1341,813,528
"0633600","Roseville City Elementary School District, California","ACSSF","ca","950","00","0043654",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33600",,,,,,,,,"95000US0633600","Roseville City Elementary School District",,,,39553,27860,21650,6210,2061,4149,11693,4817,6876
"0633660","Ross Elementary School District, California","ACSSF","ca","950","00","0043655",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33660",,,,,,,,,"95000US0633660","Ross Elementary School District",,,,972,755,615,140,47,93,217,69,148
"0633690","Round Valley Joint Elementary School District, California","ACSSF","ca","950","00","0043656",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33690",,,,,,,,,"95000US0633690","Round Valley Joint Elementary School District",,,,601,416,313,103,60,43,185,133,52
"0633900","Salida Union Elementary School District, California","ACSSF","ca","950","00","0043657",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33900",,,,,,,,,"95000US0633900","Salida Union Elementary School District",,,,6408,4839,3654,1185,688,497,1569,929,640
"0633930","Salinas City Elementary School District, California","ACSSF","ca","950","00","0043658",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33930",,,,,,,,,"95000US0633930","Salinas City Elementary School District",,,,25179,18414,11944,6470,2135,4335,6765,3188,3577
"0634050","San Antonio Union Elementary School District, California","ACSSF","ca","950","00","0043659",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34050",,,,,,,,,"95000US0634050","San Antonio Union Elementary School District",,,,585,418,331,87,15,72,167,82,85
"0634080","San Ardo Union Elementary School District, California","ACSSF","ca","950","00","0043660",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34080",,,,,,,,,"95000US0634080","San Ardo Union Elementary School District",,,,237,203,116,87,66,21,34,31,3
"0634230","San Bruno Park Elementary School District, California","ACSSF","ca","950","00","0043661",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34230",,,,,,,,,"95000US0634230","San Bruno Park Elementary School District",,,,13734,9211,7345,1866,620,1246,4523,2379,2144
"0634290","San Carlos Elementary School District, California","ACSSF","ca","950","00","0043662",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34290",,,,,,,,,"95000US0634290","San Carlos Elementary School District",,,,10701,7820,6721,1099,270,829,2881,1135,1746
"0634770","San Lucas Union Elementary School District, California","ACSSF","ca","950","00","0043663",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34770",,,,,,,,,"95000US0634770","San Lucas Union Elementary School District",,,,99,87,34,53,19,34,12,5,7
"0634920","San Mateo-Foster City Elementary School District, California","ACSSF","ca","950","00","0043664",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34920",,,,,,,,,"95000US0634920","San Mateo-Foster City Elementary School District",,,,52728,34595,27684,6911,2125,4786,18133,8440,9693
"0635010","San Miguel Joint Union Elementary School District, California","ACSSF","ca","950","00","0043665",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35010",,,,,,,,,"95000US0635010","San Miguel Joint Union Elementary School District",,,,2153,1494,1150,344,158,186,659,360,299
"0635040","San Pasqual Union Elementary School District, California","ACSSF","ca","950","00","0043666",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35040",,,,,,,,,"95000US0635040","San Pasqual Union Elementary School District",,,,1036,820,724,96,15,81,216,95,121
"0635090","San Rafael City Elementary School District, California","ACSSF","ca","950","00","0043667",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35090",,,,,,,,,"95000US0635090","San Rafael City Elementary School District",,,,20112,11420,8815,2605,884,1721,8692,3717,4975
"0635220","San Ysidro Elementary School District, California","ACSSF","ca","950","00","0043668",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35220",,,,,,,,,"95000US0635220","San Ysidro Elementary School District",,,,10307,8113,5959,2154,580,1574,2194,761,1433
"0635490","Santa Clara Elementary School District, California","ACSSF","ca","950","00","0043669",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35490",,,,,,,,,"95000US0635490","Santa Clara Elementary School District",,,,48,28,28,0,0,0,20,10,10
"0635590","Santa Cruz City Elementary School District, California","ACSSF","ca","950","00","0043670",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35590",,,,,,,,,"95000US0635590","Santa Cruz City Elementary School District",,,,23034,11068,8581,2487,800,1687,11966,5058,6908
"0635790","Santa Rita Union Elementary School District, California","ACSSF","ca","950","00","0043671",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35790",,,,,,,,,"95000US0635790","Santa Rita Union Elementary School District",,,,6869,5469,3964,1505,695,810,1400,554,846
"0635810","Santa Rosa Elementary School District, California","ACSSF","ca","950","00","0043672",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35810",,,,,,,,,"95000US0635810","Santa Rosa Elementary School District",,,,27837,16242,11278,4964,1812,3152,11595,5041,6554
"0635880","Santee School District, California","ACSSF","ca","950","00","0043673",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35880",,,,,,,,,"95000US0635880","Santee School District",,,,21715,15626,11796,3830,1232,2598,6089,2507,3582
"0635910","Saratoga Union Elementary School District, California","ACSSF","ca","950","00","0043674",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35910",,,,,,,,,"95000US0635910","Saratoga Union Elementary School District",,,,7232,6028,5524,504,165,339,1204,475,729
"0635940","Saucelito Elementary School District, California","ACSSF","ca","950","00","0043675",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35940",,,,,,,,,"95000US0635940","Saucelito Elementary School District",,,,39,29,26,3,0,3,10,8,2
"0635970","Saugus Union Elementary School District, California","ACSSF","ca","950","00","0043676",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35970",,,,,,,,,"95000US0635970","Saugus Union Elementary School District",,,,36768,29052,23854,5198,1593,3605,7716,3522,4194
"0636000","Sausalito Elementary School District, California","ACSSF","ca","950","00","0043677",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36000",,,,,,,,,"95000US0636000","Sausalito Elementary School District",,,,6045,2751,2044,707,162,545,3294,1054,2240
"0636030","Savanna Elementary School District, California","ACSSF","ca","950","00","0043678",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36030",,,,,,,,,"95000US0636030","Savanna Elementary School District",,,,9405,6423,4389,2034,533,1501,2982,1413,1569
"0636100","Scotia Union Elementary School District, California","ACSSF","ca","950","00","0043679",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36100",,,,,,,,,"95000US0636100","Scotia Union Elementary School District",,,,335,190,124,66,20,46,145,86,59
"0636180","Sebastopol Union Elementary School District, California","ACSSF","ca","950","00","0043680",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36180",,,,,,,,,"95000US0636180","Sebastopol Union Elementary School District",,,,4747,3092,2340,752,327,425,1655,601,1054
"0636210","Seeley Union Elementary School District, California","ACSSF","ca","950","00","0043681",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36210",,,,,,,,,"95000US0636210","Seeley Union Elementary School District",,,,794,609,259,350,151,199,185,101,84
"0636240","Seiad Elementary School District, California","ACSSF","ca","950","00","0043682",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36240",,,,,,,,,"95000US0636240","Seiad Elementary School District",,,,123,65,51,14,7,7,58,19,39
"0636330","Semitropic Elementary School District, California","ACSSF","ca","950","00","0043683",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36330",,,,,,,,,"95000US0636330","Semitropic Elementary School District",,,,39,23,13,10,0,10,16,14,2
"0636360","Sequoia Union Elementary School District, California","ACSSF","ca","950","00","0043684",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36360",,,,,,,,,"95000US0636360","Sequoia Union Elementary School District",,,,599,438,363,75,48,27,161,106,55
"0636420","Shaffer Union Elementary School District, California","ACSSF","ca","950","00","0043685",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36420",,,,,,,,,"95000US0636420","Shaffer Union Elementary School District",,,,770,576,461,115,18,97,194,140,54
"0636570","Shasta Union Elementary School District, California","ACSSF","ca","950","00","0043686",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36570",,,,,,,,,"95000US0636570","Shasta Union Elementary School District",,,,653,522,405,117,100,17,131,27,104
"0636660","Shiloh Elementary School District, California","ACSSF","ca","950","00","0043687",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36660",,,,,,,,,"95000US0636660","Shiloh Elementary School District",,,,228,187,149,38,12,26,41,29,12
"0636810","Silver Fork Elementary School District, California","ACSSF","ca","950","00","0043688",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36810",,,,,,,,,"95000US0636810","Silver Fork Elementary School District",,,,89,55,52,3,0,3,34,11,23
"0636960","Snelling-Merced Falls Union Elementary School District, California","ACSSF","ca","950","00","0043689",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36960",,,,,,,,,"95000US0636960","Snelling-Merced Falls Union Elementary School District",,,,256,157,146,11,11,0,99,71,28
"0636990","Solana Beach Elementary School District, California","ACSSF","ca","950","00","0043690",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36990",,,,,,,,,"95000US0636990","Solana Beach Elementary School District",,,,14302,10261,8679,1582,445,1137,4041,1359,2682
"0637110","Solvang Elementary School District, California","ACSSF","ca","950","00","0043691",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37110",,,,,,,,,"95000US0637110","Solvang Elementary School District",,,,2781,1733,1398,335,85,250,1048,431,617
"0637140","Somis Union Elementary School District, California","ACSSF","ca","950","00","0043692",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37140",,,,,,,,,"95000US0637140","Somis Union Elementary School District",,,,1045,783,699,84,5,79,262,117,145
"0637230","Sonora Elementary School District, California","ACSSF","ca","950","00","0043693",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37230",,,,,,,,,"95000US0637230","Sonora Elementary School District",,,,3806,1937,1336,601,174,427,1869,792,1077
"0637290","Soquel Elementary School District, California","ACSSF","ca","950","00","0043694",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37290",,,,,,,,,"95000US0637290","Soquel Elementary School District",,,,11532,6641,5370,1271,294,977,4891,1848,3043
"0637320","Soulsbyville Elementary School District, California","ACSSF","ca","950","00","0043695",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37320",,,,,,,,,"95000US0637320","Soulsbyville Elementary School District",,,,1986,1504,1314,190,68,122,482,185,297
"0637350","South Bay Union Elementary School District, California","ACSSF","ca","950","00","0043696",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37350",,,,,,,,,"95000US0637350","South Bay Union Elementary School District",,,,2753,1445,976,469,286,183,1308,740,568
"0637380","South Bay Union School District, California","ACSSF","ca","950","00","0043697",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37380",,,,,,,,,"95000US0637380","South Bay Union School District",,,,23370,17583,10875,6708,2032,4676,5787,3245,2542
"0637470","South Fork Union School District, California","ACSSF","ca","950","00","0043698",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37470",,,,,,,,,"95000US0637470","South Fork Union School District",,,,1711,1080,492,588,306,282,631,399,232
"0637560","South Whittier Elementary School District, California","ACSSF","ca","950","00","0043699",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37560",,,,,,,,,"95000US0637560","South Whittier Elementary School District",,,,7136,5959,4216,1743,638,1105,1177,609,568
"0637650","Southside Elementary School District, California","ACSSF","ca","950","00","0043700",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37650",,,,,,,,,"95000US0637650","Southside Elementary School District",,,,626,444,383,61,5,56,182,94,88
"0637680","Spencer Valley Elementary School District, California","ACSSF","ca","950","00","0043701",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37680",,,,,,,,,"95000US0637680","Spencer Valley Elementary School District",,,,177,122,88,34,24,10,55,38,17
"0637710","Spreckels Union Elementary School District, California","ACSSF","ca","950","00","0043702",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37710",,,,,,,,,"95000US0637710","Spreckels Union Elementary School District",,,,2074,1573,1375,198,31,167,501,303,198
"0637770","Springville Union Elementary School District, California","ACSSF","ca","950","00","0043703",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37770",,,,,,,,,"95000US0637770","Springville Union Elementary School District",,,,1427,891,753,138,42,96,536,191,345
"0637890","Standard Elementary School District, California","ACSSF","ca","950","00","0043704",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37890",,,,,,,,,"95000US0637890","Standard Elementary School District",,,,8352,5738,3352,2386,1011,1375,2614,1092,1522
"0637950","Stanislaus Union Elementary School District, California","ACSSF","ca","950","00","0043705",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37950",,,,,,,,,"95000US0637950","Stanislaus Union Elementary School District",,,,10497,7305,5063,2242,712,1530,3192,1477,1715
"0638040","Stone Corral Elementary School District, California","ACSSF","ca","950","00","0043706",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38040",,,,,,,,,"95000US0638040","Stone Corral Elementary School District",,,,159,136,91,45,17,28,23,21,2
"0638130","Strathmore Union Elementary School District, California","ACSSF","ca","950","00","0043707",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38130",,,,,,,,,"95000US0638130","Strathmore Union Elementary School District",,,,1634,1015,744,271,48,223,619,448,171
"0638220","Sulphur Springs Union Elementary School District, California","ACSSF","ca","950","00","0043708",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38220",,,,,,,,,"95000US0638220","Sulphur Springs Union Elementary School District",,,,20652,15712,11309,4403,1616,2787,4940,2427,2513
"0638250","Summerville Elementary School District, California","ACSSF","ca","950","00","0043709",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38250",,,,,,,,,"95000US0638250","Summerville Elementary School District",,,,1933,1150,936,214,59,155,783,313,470
"0638340","Sundale Union Elementary School District, California","ACSSF","ca","950","00","0043710",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38340",,,,,,,,,"95000US0638340","Sundale Union Elementary School District",,,,652,466,370,96,21,75,186,83,103
"0638430","Sunnyside Union Elementary School District, California","ACSSF","ca","950","00","0043711",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38430",,,,,,,,,"95000US0638430","Sunnyside Union Elementary School District",,,,563,411,289,122,55,67,152,72,80
"0638460","Sunnyvale Elementary School District, California","ACSSF","ca","950","00","0043712",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38460",,,,,,,,,"95000US0638460","Sunnyvale Elementary School District",,,,36223,21852,17836,4016,1388,2628,14371,8183,6188
"0638550","Susanville Elementary School District, California","ACSSF","ca","950","00","0043713",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38550",,,,,,,,,"95000US0638550","Susanville Elementary School District",,,,3641,2297,1738,559,161,398,1344,659,685
"0638670","Sylvan Union Elementary School District, California","ACSSF","ca","950","00","0043714",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38670",,,,,,,,,"95000US0638670","Sylvan Union Elementary School District",,,,25775,19111,14228,4883,1253,3630,6664,2892,3772
"0638700","Taft City School District, California","ACSSF","ca","950","00","0043715",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38700",,,,,,,,,"95000US0638700","Taft City School District",,,,5975,4082,2367,1715,815,900,1893,1401,492
"0639060","Terra Bella Union Elementary School District, California","ACSSF","ca","950","00","0043716",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39060",,,,,,,,,"95000US0639060","Terra Bella Union Elementary School District",,,,1576,1207,644,563,309,254,369,227,142
"0639180","Thermalito Union School District, California","ACSSF","ca","950","00","0043717",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39180",,,,,,,,,"95000US0639180","Thermalito Union School District",,,,4114,2590,1533,1057,301,756,1524,856,668
"0639210","Three Rivers Union Elementary School District, California","ACSSF","ca","950","00","0043718",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39210",,,,,,,,,"95000US0639210","Three Rivers Union Elementary School District",,,,1278,821,554,267,235,32,457,271,186
"0639300","Tipton Elementary School District, California","ACSSF","ca","950","00","0043719",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39300",,,,,,,,,"95000US0639300","Tipton Elementary School District",,,,957,790,614,176,49,127,167,140,27
"0639600","Traver Joint Elementary School District, California","ACSSF","ca","950","00","0043720",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39600",,,,,,,,,"95000US0639600","Traver Joint Elementary School District",,,,265,222,166,56,26,30,43,31,12
"0639690","Tres Pinos Union Elementary School District, California","ACSSF","ca","950","00","0043721",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39690",,,,,,,,,"95000US0639690","Tres Pinos Union Elementary School District",,,,384,340,318,22,8,14,44,23,21
"0639720","Trinidad Union Elementary School District, California","ACSSF","ca","950","00","0043722",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39720",,,,,,,,,"95000US0639720","Trinidad Union Elementary School District",,,,880,553,346,207,56,151,327,153,174
"0639750","Trinity Center Elementary School District, California","ACSSF","ca","950","00","0043723",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39750",,,,,,,,,"95000US0639750","Trinity Center Elementary School District",,,,222,78,68,10,0,10,144,99,45
"0639870","Tulare City Elementary School District, California","ACSSF","ca","950","00","0043724",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39870",,,,,,,,,"95000US0639870","Tulare City Elementary School District",,,,19479,15665,10245,5420,1941,3479,3814,1838,1976
"0640200","Twain Harte School District, California","ACSSF","ca","950","00","0043725",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40200",,,,,,,,,"95000US0640200","Twain Harte School District",,,,2289,1432,1299,133,62,71,857,514,343
"0640230","Twin Hills Union Elementary School District, California","ACSSF","ca","950","00","0043726",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40230",,,,,,,,,"95000US0640230","Twin Hills Union Elementary School District",,,,2189,1443,1246,197,70,127,746,346,400
"0640260","Two Rock Union Elementary School District, California","ACSSF","ca","950","00","0043727",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40260",,,,,,,,,"95000US0640260","Two Rock Union Elementary School District",,,,425,344,300,44,28,16,81,49,32
"0640320","Union Elementary School District, California","ACSSF","ca","950","00","0043728",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40320",,,,,,,,,"95000US0640320","Union Elementary School District",,,,16002,13099,11055,2044,615,1429,2903,1523,1380
"0640380","Union Hill Elementary School District, California","ACSSF","ca","950","00","0043729",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40380",,,,,,,,,"95000US0640380","Union Hill Elementary School District",,,,975,734,613,121,34,87,241,89,152
"0640650","Valle Lindo Elementary School District, California","ACSSF","ca","950","00","0043730",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40650",,,,,,,,,"95000US0640650","Valle Lindo Elementary School District",,,,1711,1391,871,520,203,317,320,135,185
"0640680","Vallecito Union Elementary School District, California","ACSSF","ca","950","00","0043731",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40680",,,,,,,,,"95000US0640680","Vallecito Union Elementary School District",,,,3410,2178,1928,250,116,134,1232,553,679
"0640710","Vallecitos Elementary School District, California","ACSSF","ca","950","00","0043732",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40710",,,,,,,,,"95000US0640710","Vallecitos Elementary School District",,,,799,555,397,158,98,60,244,112,132
"0640800","Valley Home Joint Elementary School District, California","ACSSF","ca","950","00","0043733",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40800",,,,,,,,,"95000US0640800","Valley Home Joint Elementary School District",,,,813,629,563,66,27,39,184,73,111
"0641040","Victor Elementary School District, California","ACSSF","ca","950","00","0043734",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41040",,,,,,,,,"95000US0641040","Victor Elementary School District",,,,31998,23938,15323,8615,2100,6515,8060,3996,4064
"0641130","Vineland Elementary School District, California","ACSSF","ca","950","00","0043735",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41130",,,,,,,,,"95000US0641130","Vineland Elementary School District",,,,1278,961,551,410,94,316,317,245,72
"0641220","Vista del Mar Union Elementary School District, California","ACSSF","ca","950","00","0043736",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41220",,,,,,,,,"95000US0641220","Vista del Mar Union Elementary School District",,,,173,108,100,8,3,5,65,50,15
"0641250","Walnut Creek Elementary School District, California","ACSSF","ca","950","00","0043737",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41250",,,,,,,,,"95000US0641250","Walnut Creek Elementary School District",,,,25961,13652,11330,2322,660,1662,12309,4628,7681
"0641400","Wasco Union Elementary School District, California","ACSSF","ca","950","00","0043738",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41400",,,,,,,,,"95000US0641400","Wasco Union Elementary School District",,,,6403,5314,3771,1543,472,1071,1089,526,563
"0641460","Washington Colony Elementary School District, California","ACSSF","ca","950","00","0043739",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41460",,,,,,,,,"95000US0641460","Washington Colony Elementary School District",,,,723,626,516,110,37,73,97,62,35
