"FIPS","Qualifying Name","File identification","State Postal Abbreviation","Summary Level","Geographic Component","Logical Record Number","US","Census Region","Census Division","State (Census Code)","State (FIPS Code)","County of current residence","County Subdivision (FIPS)","Place (FIPS Code)","Census Tract","Block Group","Consolidated City","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(Census)","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian TribalSubdivision (Census)","American Indian TribalSubdivision (FIPS)","Alaska Native RegionalCorporation (FIPS)","Metropolitan and MicropolitanStatistical Area","Combined Statistical Area","Metropolitan Statistical Area-Metropolitan Division","Metropolitan Area Central City","Metropolitan/MicropolitanIndicator Flag","New England City and Town Area","New England City and TownCombined Statistical Area","New England City and Town AreaDivision","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","5-digit ZIP Code Tabulation Area","Subminor Civil Division (FIPS)","State-School District (Elementary)","State-School District (Secondary)","State-School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area – 5%File","Public Use Microdata Area - 1% File","Geographic Identifier","Area Name","Tribal Tract","Tribal Block Group","Place (State FIPS + Place FIPS)","Households:","Households: Family Households","Households: Family Households: Married-Couple Family","Households: Family Households: Other Family","Households: Family Households: Other Family: Male Householder, No Wife Present","Households: Family Households: Other Family: Female Householder, No Husband Present","Households: Nonfamily Households","Households: Nonfamily Households: Male Householder","Households: Nonfamily Households: Female Householder"
Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A10008_001,SE_A10008_002,SE_A10008_003,SE_A10008_004,SE_A10008_005,SE_A10008_006,SE_A10008_007,SE_A10008_008,SE_A10008_009
"0641610","Washington Union Elementary School District, California","ACSSF","ca","950","00","0043740",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41610",,,,,,,,,"95000US0641610","Washington Union Elementary School District",,,,2533,1976,1699,277,172,105,557,244,313
"0641790","Waugh Elementary School District, California","ACSSF","ca","950","00","0043741",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41790",,,,,,,,,"95000US0641790","Waugh Elementary School District",,,,2114,1515,1252,263,51,212,599,250,349
"0641820","Waukena Joint Union Elementary School District, California","ACSSF","ca","950","00","0043742",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41820",,,,,,,,,"95000US0641820","Waukena Joint Union Elementary School District",,,,234,198,164,34,27,7,36,30,6
"0641880","Weaver Union Elementary School District, California","ACSSF","ca","950","00","0043743",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41880",,,,,,,,,"95000US0641880","Weaver Union Elementary School District",,,,4012,3370,2094,1276,409,867,642,337,305
"0641980","Weed Union Elementary School District, California","ACSSF","ca","950","00","0043744",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41980",,,,,,,,,"95000US0641980","Weed Union Elementary School District",,,,1556,798,420,378,118,260,758,326,432
"0642060","West Park Elementary School District, California","ACSSF","ca","950","00","0043745",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42060",,,,,,,,,"95000US0642060","West Park Elementary School District",,,,472,330,216,114,54,60,142,83,59
"0642120","Westside Union Elementary School District, California","ACSSF","ca","950","00","0043746",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42120",,,,,,,,,"95000US0642120","Westside Union Elementary School District",,,,22115,16924,13164,3760,1343,2417,5191,2668,2523
"0642150","Westminster School District, California","ACSSF","ca","950","00","0043747",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42150",,,,,,,,,"95000US0642150","Westminster School District",,,,25957,19650,13837,5813,1897,3916,6307,3447,2860
"0642180","Westmorland Union Elementary School District, California","ACSSF","ca","950","00","0043748",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42180",,,,,,,,,"95000US0642180","Westmorland Union Elementary School District",,,,622,492,286,206,34,172,130,49,81
"0642210","Westside Elementary School District, California","ACSSF","ca","950","00","0043749",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42210",,,,,,,,,"95000US0642210","Westside Elementary School District",,,,248,211,156,55,39,16,37,37,0
"0642270","West Side Union Elementary School District, California","ACSSF","ca","950","00","0043750",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42270",,,,,,,,,"95000US0642270","West Side Union Elementary School District",,,,406,279,225,54,41,13,127,67,60
"0642330","Wheatland Elementary School District, California","ACSSF","ca","950","00","0043751",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42330",,,,,,,,,"95000US0642330","Wheatland Elementary School District",,,,2347,1775,1368,407,78,329,572,255,317
"0642420","Whitmore Union Elementary School District, California","ACSSF","ca","950","00","0043752",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42420",,,,,,,,,"95000US0642420","Whitmore Union Elementary School District",,,,306,210,194,16,14,2,96,51,45
"0642450","Whittier City Elementary School District, California","ACSSF","ca","950","00","0043753",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42450",,,,,,,,,"95000US0642450","Whittier City Elementary School District",,,,21413,15471,10584,4887,1613,3274,5942,2829,3113
"0642600","Willow Creek Elementary School District, California","ACSSF","ca","950","00","0043754",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42600",,,,,,,,,"95000US0642600","Willow Creek Elementary School District",,,,318,209,153,56,21,35,109,47,62
"0642630","Willow Grove Union Elementary School District, California","ACSSF","ca","950","00","0043755",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42630",,,,,,,,,"95000US0642630","Willow Grove Union Elementary School District",,,,117,80,78,2,0,2,37,20,17
"0642750","Wilmar Union Elementary School District, California","ACSSF","ca","950","00","0043756",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42750",,,,,,,,,"95000US0642750","Wilmar Union Elementary School District",,,,1271,858,593,265,82,183,413,153,260
"0642810","Wilsona Elementary School District, California","ACSSF","ca","950","00","0043757",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42810",,,,,,,,,"95000US0642810","Wilsona Elementary School District",,,,2852,2309,1345,964,435,529,543,289,254
"0642900","Winship Robbins Elementary School District, California","ACSSF","ca","950","00","0043758",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42900",,,,,,,,,"95000US0642900","Winship Robbins Elementary School District",,,,191,147,128,19,7,12,44,31,13
"0642960","Winton School District, California","ACSSF","ca","950","00","0043759",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42960",,,,,,,,,"95000US0642960","Winton School District",,,,3242,2570,1471,1099,557,542,672,408,264
"0643140","Woodside Elementary School District, California","ACSSF","ca","950","00","0043760",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43140",,,,,,,,,"95000US0643140","Woodside Elementary School District",,,,980,814,760,54,13,41,166,96,70
"0643170","Woodville Elementary School District, California","ACSSF","ca","950","00","0043761",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43170",,,,,,,,,"95000US0643170","Woodville Elementary School District",,,,634,577,415,162,57,105,57,14,43
"0643200","Wright Elementary School District, California","ACSSF","ca","950","00","0043762",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43200",,,,,,,,,"95000US0643200","Wright Elementary School District",,,,6250,4275,3405,870,313,557,1975,949,1026
"0643380","Yreka Union Elementary School District, California","ACSSF","ca","950","00","0043763",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43380",,,,,,,,,"95000US0643380","Yreka Union Elementary School District",,,,4072,2357,1644,713,168,545,1715,741,974
"0699999","Remainder of California, California","ACSSF","ca","950","00","0043764",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99999",,,,,,,,,"95000US0699999","Remainder of California",,,,9675702,6495318,4656974,1838344,591005,1247339,3180384,1516731,1663653
