FIPS,state,state_fips,county,tract,geoid,area_name,area_land,total_pop,housing_units,owner_occupied_housing_units,persons_no_health_insurance,families,families_income_below_poverty_level,median_household_income,nh_white_alone,nh_black_or_african_american_alone,nh_american_indian_and_alaska_native_alone,nh_asian_alone,nh_native_hawaiian_and_other_pacific_islander_alone,nh_other,nh_two_or_more,hispanic_or_latino,households_receiving_assistance,households,pct_owner_occupied,pct_no_health_insurance,pct_families_income_below_poverty_level,pct_households_receiving_assistance,pct_nh_white_alone,pct_nh_black_or_african_american_alone,pct_nh_american_indian_and_alaska_native_alone,pct_nh_asian_alone,pct_nh_native_hawaiian_and_other_pacific_islander_alone,pct_nh_other,pct_nh_two_or_more,pct_hispanic_or_latino
06019000701,ca,06,019,000701,14000US06019000701,Census Tract 7.01,0.479847783078532,2563,820,332,514,553,217,18942,39,500,0,259,32,15,0,1718,748,820,0.40487804878048783,0.20054623488099882,0.3924050632911392,0.9121951219512195,0.015216543113538821,0.19508388607101054,0.0,0.10105345298478345,0.012485368708544674,0.005852516582130316,0.0,0.6703082325399922
06019000702,ca,06,019,000702,14000US06019000702,Census Tract 7.02,2.63833345946004,1473,461,174,61,329,106,32760,29,112,22,119,0,0,95,1096,285,408,0.3774403470715835,0.041412084181941616,0.3221884498480243,0.6985294117647058,0.019687712152070606,0.07603530210454854,0.01493550577053632,0.08078750848608282,0.0,0.0,0.06449422946367957,0.7440597420230821
06019000901,ca,06,019,000901,14000US06019000901,Census Tract 9.01,0.754674925134788,3066,834,304,242,679,267,40714,54,222,123,684,0,5,57,1921,1150,772,0.3645083932853717,0.07893020221787345,0.39322533136966126,1.4896373056994818,0.01761252446183953,0.07240704500978473,0.040117416829745595,0.22309197651663404,0.0,0.0016307893020221786,0.018590998043052837,0.6265492498369211
06019000902,ca,06,019,000902,14000US06019000902,Census Tract 9.02,0.760815108023666,5110,1705,293,455,836,456,14125,43,767,0,586,0,5,125,3584,2019,1648,0.1718475073313783,0.08904109589041095,0.5454545454545454,1.225121359223301,0.008414872798434442,0.15009784735812134,0.0,0.11467710371819961,0.0,0.0009784735812133072,0.02446183953033268,0.7013698630136986
06019001000,ca,06,019,001000,14000US06019001000,Census Tract 10,1.88995856351458,4463,1241,378,318,770,311,26498,132,810,12,549,0,0,41,2919,1696,1195,0.3045930701047542,0.07125252072596908,0.4038961038961039,1.4192468619246863,0.029576518037194712,0.18149226977369481,0.002688774367017701,0.12301142729105982,0.0,0.0,0.009186645753977145,0.6540443647770557
06019001100,ca,06,019,001100,14000US06019001100,Census Tract 11,1.44840593856033,3357,865,284,334,582,217,34107,75,563,0,4,0,7,94,2614,1228,809,0.3283236994219653,0.09949359547214776,0.37285223367697595,1.5179233621755253,0.022341376228775692,0.16770926422400953,0.0,0.0011915400655347036,0.0,0.002085195114685731,0.028001191540065536,0.7786714328269289
06019001201,ca,06,019,001201,14000US06019001201,Census Tract 12.01,2.21675351391589,6416,1474,745,551,1267,225,56067,588,213,75,1307,0,0,13,4220,2356,1389,0.505427408412483,0.08587905236907731,0.17758484609313338,1.6961843052555796,0.09164588528678304,0.033198254364089776,0.011689526184538654,0.20370947630922692,0.0,0.0,0.0020261845386533666,0.6577306733167082
06019001202,ca,06,019,001202,14000US06019001202,Census Tract 12.02,1.31349643318811,4436,1230,529,611,897,172,44476,173,385,0,374,26,0,0,3478,1682,1151,0.4300813008130081,0.13773669972948602,0.19175027870680045,1.4613379669852302,0.03899909828674482,0.08678990081154193,0.0,0.08431018935978359,0.005861136158701533,0.0,0.0,0.7840396753832282
06019001301,ca,06,019,001301,14000US06019001301,Census Tract 13.01,0.756525512859519,5568,1662,689,621,1243,418,28985,357,0,0,409,0,0,99,4703,1715,1549,0.41456077015643805,0.11153017241379311,0.336283185840708,1.1071659134925758,0.06411637931034483,0.0,0.0,0.07345545977011494,0.0,0.0,0.017780172413793104,0.8446479885057471
06019001303,ca,06,019,001303,14000US06019001303,Census Tract 13.03,0.248428178045613,2651,619,187,279,490,134,46339,27,166,0,585,0,0,20,1853,820,607,0.30210016155088854,0.1052433044134289,0.27346938775510204,1.3509060955518946,0.01018483591097699,0.06261788004526593,0.0,0.2206714447378348,0.0,0.0,0.007544322897019992,0.6989815164089023
06019001304,ca,06,019,001304,14000US06019001304,Census Tract 13.04,0.504945582759457,5567,1532,344,565,1195,424,27143,309,486,0,920,0,0,73,3779,1982,1474,0.2245430809399478,0.10149092868690497,0.3548117154811716,1.344640434192673,0.05550565834381175,0.08730016166696605,0.0,0.1652595652954913,0.0,0.0,0.013112987246272679,0.6788216274474582
06019001407,ca,06,019,001407,14000US06019001407,Census Tract 14.07,0.499010806227674,4703,1685,299,469,1037,288,33925,612,650,30,941,0,28,55,2387,1802,1566,0.1774480712166172,0.09972358069317457,0.2777242044358727,1.1507024265644956,0.13012970444397193,0.1382096534127153,0.00637890708058686,0.20008505209440783,0.0,0.005953646608547736,0.01169466298107591,0.5075483733786944
06019001408,ca,06,019,001408,14000US06019001408,Census Tract 14.08,0.470545809478654,2583,1139,229,114,336,41,20303,707,121,0,314,11,0,144,1286,362,1084,0.20105355575065847,0.04413472706155633,0.12202380952380952,0.3339483394833948,0.27371273712737126,0.04684475416182733,0.0,0.12156407278358498,0.004258614014711576,0.0,0.05574912891986063,0.4978706929926442
06019001409,ca,06,019,001409,14000US06019001409,Census Tract 14.09,0.960619894763991,2578,736,576,135,577,70,101667,896,65,0,368,0,0,152,1097,723,690,0.782608695652174,0.05236617532971296,0.12131715771230503,1.0478260869565217,0.3475562451512801,0.0252133436772692,0.0,0.14274631497284718,0.0,0.0,0.05896043444530644,0.42552366175329714
06019001411,ca,06,019,001411,14000US06019001411,Census Tract 14.11,0.969113370409438,7384,2199,994,342,1601,307,59525,1893,471,72,1826,19,36,154,2913,2789,2145,0.4520236471123238,0.046316359696641385,0.19175515302935664,1.3002331002331002,0.25636511375947996,0.06378656554712893,0.009750812567713976,0.2472914409534128,0.0025731310942578548,0.004875406283856988,0.02085590465872156,0.39450162513542797
06019001412,ca,06,019,001412,14000US06019001412,Census Tract 14.12,1.85339970687123,3457,803,681,372,633,107,84750,952,0,8,728,0,0,67,1702,1191,793,0.8480697384806973,0.10760775238646225,0.16903633491311215,1.5018915510718789,0.27538328030083886,0.0,0.0023141452126120912,0.2105872143477003,0.0,0.0,0.019380966155626265,0.49233439398322243
06019001413,ca,06,019,001413,14000US06019001413,Census Tract 14.13,4.01861205534543,7424,1986,1717,229,1712,127,108566,1473,187,0,2335,0,12,174,3243,2332,1957,0.8645518630412891,0.03084590517241379,0.0741822429906542,1.1916198262646909,0.1984105603448276,0.025188577586206896,0.0,0.31452047413793105,0.0,0.0016163793103448276,0.0234375,0.43682650862068967
06019001415,ca,06,019,001415,14000US06019001415,Census Tract 14.15,1.49245324688763,6156,1535,1065,685,1224,157,69323,836,181,10,869,0,197,11,4052,1743,1535,0.6938110749185668,0.11127355425601039,0.12826797385620914,1.1355048859934853,0.13580246913580246,0.02940220922677063,0.0016244314489928524,0.1411630929174789,0.0,0.03200129954515919,0.0017868745938921377,0.6582196231319039
06019001416,ca,06,019,001416,14000US06019001416,Census Tract 14.16,1.54986934302398,6101,1389,1093,161,1184,165,91209,243,309,0,2943,0,0,11,2595,2012,1324,0.7868970482361412,0.026389116538272413,0.13935810810810811,1.5196374622356494,0.03982953614161613,0.050647434846746435,0.0,0.48237993771512866,0.0,0.0,0.0018029831175217178,0.42534010817898704
06019001417,ca,06,019,001417,14000US06019001417,Census Tract 14.17,1.47476011471868,6392,1850,1740,226,1605,117,114348,918,126,0,2774,162,0,121,2291,1773,1816,0.9405405405405406,0.0353566958698373,0.07289719626168224,0.9763215859030837,0.14361702127659576,0.019712140175219023,0.0,0.4339799749687109,0.025344180225281603,0.0,0.01892991239048811,0.3584167709637046
06019001418,ca,06,019,001418,14000US06019001418,Census Tract 14.18,0.969354298166632,1767,762,514,0,546,21,94215,488,0,0,249,59,0,82,889,366,701,0.6745406824146981,0.0,0.038461538461538464,0.5221112696148359,0.2761743067345784,0.0,0.0,0.14091680814940577,0.03338992642897567,0.0,0.04640633842671194,0.5031126202603282
06019001500,ca,06,019,001500,14000US06019001500,Census Tract 15,14.7322041646525,2037,682,367,84,477,46,52974,367,40,0,224,0,0,0,1406,538,591,0.5381231671554252,0.041237113402061855,0.09643605870020965,0.9103214890016921,0.180166912125675,0.019636720667648502,0.0,0.10996563573883161,0.0,0.0,0.0,0.6902307314678449
06019001600,ca,06,019,001600,14000US06019001600,Census Tract 16,19.774544129162,5522,1942,978,264,1327,240,51760,1101,3,6,458,1,0,178,3775,1553,1785,0.5036045314109165,0.04780876494023904,0.1808590806330068,0.8700280112044818,0.19938428105758782,0.0005432814197754436,0.0010865628395508873,0.08294096341905106,0.00018109380659181456,0.0,0.03223469757334299,0.6836291198840999
06019001700,ca,06,019,001700,14000US06019001700,Census Tract 17,28.3367088959486,6439,1977,974,481,1461,178,70598,1469,69,16,850,0,23,94,3918,1853,1865,0.4926656550328781,0.07470104053424445,0.1218343600273785,0.9935656836461126,0.22814101568566547,0.010715949681627581,0.0024848578971890046,0.13200807578816587,0.0,0.003571983227209194,0.014598540145985401,0.6084795775741575
06019001800,ca,06,019,001800,14000US06019001800,Census Tract 18,22.0467044634956,4605,1394,659,381,1053,126,70324,1093,13,0,122,0,27,79,3271,1163,1257,0.4727403156384505,0.08273615635179153,0.11965811965811966,0.9252187748607796,0.23735070575461456,0.0028230184581976114,0.0,0.026492942453854505,0.0,0.005863192182410423,0.017155266015200867,0.710314875135722
06019002000,ca,06,019,002000,14000US06019002000,Census Tract 20,2.124640345824,6023,2021,595,471,1332,483,31472,642,529,102,517,0,0,259,3974,1881,1946,0.29440870856011875,0.0782002324423045,0.36261261261261263,0.9665981500513875,0.10659139963473352,0.08782998505728043,0.01693508218495766,0.0858376224472854,0.0,0.0,0.043001826332392495,0.6598040843433505
06019002100,ca,06,019,002100,14000US06019002100,Census Tract 21,0.70502411594185,6102,2320,838,416,1034,115,53933,1464,163,0,12,0,0,113,4350,1457,2089,0.3612068965517241,0.06817436905932481,0.11121856866537717,0.6974629009095261,0.23992133726647,0.02671255326122583,0.0,0.0019665683382497543,0.0,0.0,0.018518518518518517,0.7128810226155359
06019002200,ca,06,019,002200,14000US06019002200,Census Tract 22,0.510700821779869,3781,1603,488,367,683,67,48793,1368,98,30,33,12,9,160,2071,998,1524,0.30442919525888956,0.09706426871198096,0.09809663250366032,0.6548556430446194,0.36180904522613067,0.02591906902935731,0.007934408886537953,0.008727849775191749,0.003173763554615181,0.0023803226659613857,0.04231684739486908,0.5477386934673367
06019002300,ca,06,019,002300,14000US06019002300,Census Tract 23,0.577706151534293,3889,1483,460,160,854,187,43810,1203,63,0,104,0,0,29,2490,1028,1334,0.31018206338503035,0.041141681666238106,0.2189695550351288,0.7706146926536732,0.30933401902802776,0.016199537156081256,0.0,0.02674209308305477,0.0,0.0,0.007456929802005657,0.6402674209308306
06019002400,ca,06,019,002400,14000US06019002400,Census Tract 24,0.944582368721399,4951,1624,308,502,1159,429,32500,477,175,0,403,0,0,90,3806,1333,1562,0.1896551724137931,0.10139365784689962,0.3701466781708369,0.853393085787452,0.09634417289436477,0.03534639466774389,0.0,0.08139769743486164,0.0,0.0,0.018178145829125428,0.7687335891739042
06019002501,ca,06,019,002501,14000US06019002501,Census Tract 25.01,0.505174541349226,4767,1275,180,409,988,396,35685,250,449,0,527,11,0,176,3354,1778,1229,0.1411764705882353,0.08579819593035452,0.4008097165991903,1.4467046379170057,0.052443885043003985,0.09418921753723516,0.0,0.1105517096706524,0.0023075309418921753,0.0,0.036920495070274804,0.7035871617369415
06019002502,ca,06,019,002502,14000US06019002502,Census Tract 25.02,0.499648647020758,5246,1448,188,435,954,327,34612,430,58,105,595,0,0,167,3891,2214,1331,0.1298342541436464,0.08292032024399543,0.34276729559748426,1.6634109691960932,0.08196721311475409,0.01105604269919939,0.020015249714067863,0.11341974837971788,0.0,0.0,0.03183377811666031,0.7417079679756005
06019002601,ca,06,019,002601,14000US06019002601,Census Tract 26.01,0.504827049391735,5256,1652,687,617,1213,448,34737,185,23,0,246,0,10,107,4685,1782,1536,0.4158595641646489,0.1173896499238965,0.36933223413025557,1.16015625,0.03519786910197869,0.004375951293759513,0.0,0.04680365296803653,0.0,0.001902587519025875,0.020357686453576863,0.8913622526636226
06019002602,ca,06,019,002602,14000US06019002602,Census Tract 26.02,0.503439012072643,3223,1062,562,349,729,233,50278,503,76,0,232,0,0,41,2371,844,1040,0.5291902071563088,0.10828420726031647,0.3196159122085048,0.8115384615384615,0.15606577722618678,0.02358051504809184,0.0,0.07198262488364877,0.0,0.0,0.012721067328575862,0.7356500155134967
06019002701,ca,06,019,002701,14000US06019002701,Census Tract 27.01,0.502228581754047,4992,1375,517,390,1088,346,43973,292,53,20,329,0,0,104,4194,1683,1335,0.376,0.078125,0.3180147058823529,1.2606741573033708,0.058493589743589744,0.01061698717948718,0.004006410256410256,0.06590544871794872,0.0,0.0,0.020833333333333332,0.8401442307692307
06019002702,ca,06,019,002702,14000US06019002702,Census Tract 27.02,0.505008131311805,4715,1423,288,695,1044,368,30638,274,230,27,391,0,0,16,3777,1525,1285,0.20238931834153198,0.1474019088016967,0.3524904214559387,1.1867704280155642,0.05811240721102863,0.04878048780487805,0.005726405090137858,0.08292682926829269,0.0,0.0,0.003393425238600212,0.8010604453870626
06019002800,ca,06,019,002800,14000US06019002800,Census Tract 28,1.01963947323308,4464,1406,371,302,882,282,27141,169,178,33,1226,0,0,102,2756,1476,1384,0.26386913229018494,0.06765232974910394,0.3197278911564626,1.0664739884393064,0.037858422939068104,0.039874551971326166,0.00739247311827957,0.2746415770609319,0.0,0.0,0.0228494623655914,0.6173835125448028
06019002903,ca,06,019,002903,14000US06019002903,Census Tract 29.03,0.499120459245371,3762,1387,387,322,685,263,28651,216,364,0,1217,0,13,80,1872,991,1200,0.2790194664744052,0.08559276980329612,0.38394160583941606,0.8258333333333333,0.05741626794258373,0.09675704412546518,0.0,0.32349813928761295,0.0,0.0034556087187666137,0.02126528442317916,0.49760765550239233
06019002904,ca,06,019,002904,14000US06019002904,Census Tract 29.04,0.504862956894009,3368,872,461,323,705,207,51174,395,263,0,599,0,0,22,2089,1102,857,0.5286697247706422,0.09590261282660333,0.2936170212765957,1.2858809801633606,0.11728028503562946,0.07808788598574821,0.0,0.17785035629453683,0.0,0.0,0.006532066508313539,0.620249406175772
06019002905,ca,06,019,002905,14000US06019002905,Census Tract 29.05,0.478796426856032,2929,967,261,272,678,140,45238,437,60,27,505,0,23,20,1857,948,892,0.26990692864529475,0.09286445885967907,0.20648967551622419,1.062780269058296,0.14919767838852852,0.020484807101399796,0.009218163195629908,0.1724137931034483,0.0,0.007852509388869921,0.006828269033799932,0.6340047797883237
06019002906,ca,06,019,002906,14000US06019002906,Census Tract 29.06,0.53013527475803,5030,1735,692,247,1251,392,45652,483,132,119,1606,30,0,58,2602,1495,1640,0.3988472622478386,0.049105367793240554,0.3133493205435651,0.9115853658536586,0.09602385685884691,0.026242544731610338,0.023658051689860835,0.3192842942345924,0.005964214711729622,0.0,0.011530815109343936,0.5172962226640159
06019003001,ca,06,019,003001,14000US06019003001,Census Tract 30.01,1.01140082502313,3141,952,424,169,717,177,44826,518,239,14,1046,26,24,52,1222,989,934,0.44537815126050423,0.05380452085323145,0.24686192468619247,1.0588865096359743,0.16491563196434256,0.0760904170646291,0.004457179242279528,0.33301496338745623,0.008277618592804839,0.007640878701050621,0.016555237185609677,0.38904807386182744
06019003003,ca,06,019,003003,14000US06019003003,Census Tract 30.03,0.509423981887175,4045,1288,267,239,823,147,48945,695,116,138,836,6,0,91,2163,1247,1085,0.20729813664596272,0.05908529048207664,0.17861482381530985,1.1493087557603687,0.17181705809641531,0.028677379480840544,0.03411619283065513,0.20667490729295426,0.0014833127317676143,0.0,0.02249690976514215,0.534734239802225
06019003004,ca,06,019,003004,14000US06019003004,Census Tract 30.04,0.50439036783182,2118,702,536,182,441,60,61932,672,5,58,280,0,9,85,1009,649,659,0.7635327635327636,0.08593012275731822,0.1360544217687075,0.9848254931714719,0.31728045325779036,0.002360717658168083,0.027384324834749764,0.13220018885741266,0.0,0.00424929178470255,0.040132200188857416,0.4763928234183192
06019003102,ca,06,019,003102,14000US06019003102,Census Tract 31.02,0.87363416355597,8263,2909,900,664,1811,279,47029,2325,425,12,768,0,57,436,4240,2757,2750,0.30938466827088346,0.08035822340554279,0.154058531198233,1.0025454545454546,0.2813748033401912,0.05143410383637904,0.0014522570494977611,0.09294445116785671,0.0,0.006898220985114365,0.05276533946508532,0.5131308241558756
06019003103,ca,06,019,003103,14000US06019003103,Census Tract 31.03,0.598142153554379,5340,2098,640,187,1450,410,46053,1794,167,0,688,69,10,120,2492,1338,2098,0.30505243088655865,0.0350187265917603,0.2827586206896552,0.6377502383222117,0.3359550561797753,0.03127340823970037,0.0,0.12883895131086143,0.012921348314606741,0.0018726591760299626,0.02247191011235955,0.4666666666666667
06019003104,ca,06,019,003104,14000US06019003104,Census Tract 31.04,3.83445676196183,4392,1822,543,228,1097,192,54609,1130,158,0,839,0,0,255,2010,1021,1674,0.29802414928649834,0.05191256830601093,0.17502278942570648,0.6099163679808841,0.25728597449908924,0.03597449908925319,0.0,0.19102914389799636,0.0,0.0,0.05806010928961749,0.4576502732240437
06019003201,ca,06,019,003201,14000US06019003201,Census Tract 32.01,0.631569721558556,5753,1731,830,648,1199,235,51912,1084,148,13,709,9,0,71,3719,1466,1710,0.47949162333911033,0.1126368851034243,0.19599666388657214,0.8573099415204678,0.18842343125325917,0.025725708326090734,0.002259690596210673,0.12324004867025899,0.0015644011819920041,0.0,0.012341387102381366,0.6464453328698071
06019003202,ca,06,019,003202,14000US06019003202,Census Tract 32.02,0.620150749733203,5547,1723,676,365,1165,400,37634,1345,288,0,1137,0,0,100,2677,2130,1599,0.3923389437028439,0.06580133405444384,0.34334763948497854,1.3320825515947468,0.24247340904993692,0.05191995673336939,0.0,0.20497566252028124,0.0,0.0,0.01802776275464215,0.48260320894177033
06019003301,ca,06,019,003301,14000US06019003301,Census Tract 33.01,0.504988053998706,3245,1206,467,215,657,188,33288,516,244,26,105,0,0,87,2267,937,1127,0.38723051409618575,0.0662557781201849,0.2861491628614916,0.831410825199645,0.15901386748844376,0.07519260400616333,0.008012326656394453,0.032357473035439135,0.0,0.0,0.026810477657935285,0.698613251155624
06019003302,ca,06,019,003302,14000US06019003302,Census Tract 33.02,0.501434369580091,4651,1705,625,452,992,263,37558,767,200,0,289,6,0,24,3365,1258,1634,0.36656891495601174,0.09718340141904967,0.2651209677419355,0.769889840881273,0.1649107718770157,0.043001505052676844,0.0,0.062137174801118036,0.0012900451515803052,0.0,0.005160180606321221,0.7235003225112879
06019003401,ca,06,019,003401,14000US06019003401,Census Tract 34.01,0.359190081189565,3384,1241,455,445,668,257,18875,325,806,0,535,0,0,3,1715,970,1099,0.36663980660757456,0.13150118203309694,0.3847305389221557,0.8826205641492265,0.09604018912529551,0.23817966903073287,0.0,0.15809692671394798,0.0,0.0,0.0008865248226950354,0.5067966903073287
06019003402,ca,06,019,003402,14000US06019003402,Census Tract 34.02,0.381136514918216,1796,757,388,82,375,90,53239,434,83,12,0,10,0,134,1123,356,678,0.512549537648613,0.045657015590200446,0.24,0.5250737463126843,0.24164810690423164,0.04621380846325167,0.0066815144766146995,0.0,0.005567928730512249,0.0,0.07461024498886415,0.6252783964365256
06019003500,ca,06,019,003500,14000US06019003500,Census Tract 35,1.0019158389923,4915,2295,1077,537,927,259,45919,1675,225,0,132,0,19,114,2750,1161,2201,0.469281045751634,0.10925737538148525,0.27939590075512405,0.5274875056792367,0.340793489318413,0.04577822990844354,0.0,0.026856561546286878,0.0,0.0038657171922685655,0.023194303153611394,0.5595116988809766
06019003600,ca,06,019,003600,14000US06019003600,Census Tract 36,0.752201168499622,4203,1975,1321,294,1119,141,72088,2491,180,0,43,0,7,86,1396,856,1843,0.6688607594936709,0.06995003568879372,0.1260053619302949,0.46446011937059145,0.5926719010230788,0.042826552462526764,0.0,0.010230787532714728,0.0,0.0016654770402093743,0.020461575065429456,0.33214370687604095
06019003701,ca,06,019,003701,14000US06019003701,Census Tract 37.01,0.433027488930451,3151,1107,473,279,649,76,49545,726,38,0,190,0,0,96,2101,795,1080,0.42728093947606144,0.08854331958108537,0.11710323574730354,0.7361111111111112,0.23040304665185654,0.012059663598857505,0.0,0.060298317994287524,0.0,0.0,0.030466518565534752,0.6667724531894637
06019003702,ca,06,019,003702,14000US06019003702,Census Tract 37.02,0.565214587866816,5579,1886,669,449,1333,517,44617,1114,759,34,372,0,0,194,3106,1615,1728,0.3547189819724284,0.08048037282667145,0.3878469617404351,0.9346064814814815,0.19967736153432514,0.13604588635956263,0.006094282129413873,0.06667861623946944,0.0,0.0,0.03477325685606739,0.5567305968811614
06019003804,ca,06,019,003804,14000US06019003804,Census Tract 38.04,1.00060888312996,7199,1871,1324,684,1564,180,79432,803,459,92,1836,0,0,227,3782,2350,1741,0.7076429716729022,0.09501319627726074,0.11508951406649616,1.3497989661114302,0.11154326989859703,0.06375885539658285,0.012779552715654952,0.2550354215863314,0.0,0.0,0.03153215724406167,0.5253507431587721
06019003805,ca,06,019,003805,14000US06019003805,Census Tract 38.05,0.868597074581041,7741,2260,793,738,1670,401,48343,745,465,56,1749,0,3,382,4341,2373,2154,0.3508849557522124,0.0953365198294794,0.2401197604790419,1.1016713091922006,0.09624079576282134,0.06006975842914352,0.007234207466735564,0.22593980105929468,0.0,0.0003875468285751195,0.04934762950523188,0.5607802609481979
06019003807,ca,06,019,003807,14000US06019003807,Census Tract 38.07,1.70592025909,3304,1179,523,232,771,239,39006,690,64,0,471,0,0,58,2021,1127,1035,0.44359626802374896,0.07021791767554479,0.3099870298313878,1.0888888888888888,0.20883777239709442,0.01937046004842615,0.0,0.1425544794188862,0.0,0.0,0.017554479418886198,0.611682808716707
06019003808,ca,06,019,003808,14000US06019003808,Census Tract 38.08,1.76581127016805,5438,1665,1407,145,1156,107,84625,721,458,16,1047,0,0,128,3068,1413,1610,0.8450450450450451,0.02666421478484737,0.092560553633218,0.877639751552795,0.13258550937844796,0.08422214049282825,0.002942258183155572,0.19253401986024274,0.0,0.0,0.023538065465244576,0.5641780066200809
06019003809,ca,06,019,003809,14000US06019003809,Census Tract 38.09,1.07314280992808,4813,1495,568,581,1055,183,54795,737,564,0,930,9,0,227,2346,1720,1414,0.37993311036789296,0.1207147309370455,0.1734597156398104,1.2164073550212164,0.15312694784957406,0.11718263037606483,0.0,0.19322667774776647,0.0018699355911074174,0.0,0.04716393102015375,0.48742987741533345
06019003810,ca,06,019,003810,14000US06019003810,Census Tract 38.10,1.00005907363277,6277,1829,1287,437,1449,176,75360,1082,943,41,841,18,0,87,3265,1661,1809,0.7036632039365773,0.06961924486219531,0.12146307798481712,0.9181868435599779,0.17237533853751794,0.15023100207105305,0.006531782698741437,0.13398120121076948,0.002867611916520631,0.0,0.01386012426318305,0.5201529393022144
06019003811,ca,06,019,003811,14000US06019003811,Census Tract 38.11,2.74068065180225,7382,2151,1761,606,1528,169,75685,1752,322,0,2074,52,59,68,3055,1701,2059,0.8186889818688982,0.08209157409916013,0.1106020942408377,0.8261291889266634,0.23733405581143321,0.04361961528041181,0.0,0.28095367109184505,0.007044161473855324,0.007992413979951233,0.009211595773503115,0.41384448658900025
06019003812,ca,06,019,003812,14000US06019003812,Census Tract 38.12,7.51990047830337,2251,667,536,16,590,30,108644,385,364,0,695,0,0,1,806,432,621,0.8035982008995503,0.007107952021323856,0.05084745762711865,0.6956521739130435,0.17103509551310528,0.16170590848511773,0.0,0.30875166592625497,0.0,0.0,0.000444247001332741,0.35806308307418927
06019003900,ca,06,019,003900,14000US06019003900,Census Tract 39,176.311525767687,5313,1492,724,415,1097,197,66136,1238,51,0,0,18,24,116,3866,1792,1406,0.48525469168900803,0.07811029550159986,0.17958067456700091,1.2745376955903271,0.23301336344814605,0.009599096555618294,0.0,0.0,0.0033879164313946925,0.004517221908526256,0.021833239224543572,0.7276491624317711
06019004003,ca,06,019,004003,14000US06019004003,Census Tract 40.03,3.03128238431993,4678,1301,635,555,1159,94,78550,532,0,0,425,0,0,85,3636,1443,1229,0.4880860876249039,0.11864044463445918,0.0811044003451251,1.174125305126119,0.11372381359555365,0.0,0.0,0.09085079093629757,0.0,0.0,0.018170158187259512,0.7772552372808893
06019004004,ca,06,019,004004,14000US06019004004,Census Tract 40.04,5.05933270733301,4058,1095,676,241,809,63,65781,802,18,0,0,0,180,78,2980,1611,1055,0.617351598173516,0.059388861508132086,0.07787391841779975,1.5270142180094786,0.1976343026121242,0.004435682602267127,0.0,0.0,0.0,0.04435682602267127,0.019221291276490884,0.7343518974864465
06019004005,ca,06,019,004005,14000US06019004005,Census Tract 40.05,3.00423245204225,3796,1159,581,362,804,185,34736,255,1,0,83,0,0,1,3456,1254,1131,0.5012942191544435,0.09536354056902002,0.2300995024875622,1.1087533156498675,0.06717597471022128,0.00026343519494204424,0.0,0.021865121180189673,0.0,0.0,0.00026343519494204424,0.9104320337197049
06019004006,ca,06,019,004006,14000US06019004006,Census Tract 40.06,4.98026631783622,3722,1141,297,287,639,113,41302,32,33,0,32,0,0,0,3625,881,1088,0.26029798422436456,0.07710908113917249,0.17683881064162754,0.8097426470588235,0.008597528210639442,0.008866200967221924,0.0,0.008597528210639442,0.0,0.0,0.0,0.9739387426114992
06019004100,ca,06,019,004100,14000US06019004100,Census Tract 41,30.1364763079983,3613,939,478,290,797,179,74487,801,91,0,303,0,18,59,2341,1224,905,0.5090521831735889,0.08026570716855798,0.2245922208281054,1.3524861878453038,0.22169941876556878,0.025186825352892333,0.0,0.08386382507611403,0.0,0.00498200941046222,0.016329919734292833,0.6479380016606698
06019004205,ca,06,019,004205,14000US06019004205,Census Tract 42.05,1.96665814667867,6305,2010,847,245,1314,322,54830,1112,1003,0,302,25,0,394,3469,1952,1933,0.42139303482587065,0.03885804916732752,0.2450532724505327,1.0098292809105018,0.17636796193497226,0.15908009516256938,0.0,0.047898493259318005,0.003965107057890563,0.0,0.062490087232355274,0.5501982553528946
06019004208,ca,06,019,004208,14000US06019004208,Census Tract 42.08,2.15014818601476,7471,2515,2021,75,2082,81,119330,3786,370,0,771,0,314,268,1962,1759,2515,0.8035785288270377,0.010038816758131442,0.03890489913544669,0.6994035785288271,0.5067594699504752,0.04952482934011511,0.0,0.10319903627359121,0.0,0.04202917949404363,0.03587203854905635,0.2626154463927185
06019004210,ca,06,019,004210,14000US06019004210,Census Tract 42.10,0.673266053742334,3687,1527,477,150,1032,81,56220,1186,259,21,492,0,0,62,1667,895,1366,0.31237721021611004,0.04068348250610252,0.07848837209302326,0.6551976573938506,0.3216707350149173,0.07024681312720368,0.005695687550854353,0.13344182262001628,0.0,0.0,0.016815839435855708,0.4521291022511527
06019004211,ca,06,019,004211,14000US06019004211,Census Tract 42.11,0.872379717589425,8180,2496,1456,447,1943,163,66587,2147,751,0,473,0,0,259,4550,2930,2400,0.5833333333333334,0.054645476772616136,0.08389089037570767,1.2208333333333334,0.2624694376528117,0.09180929095354523,0.0,0.0578239608801956,0.0,0.0,0.031662591687041566,0.5562347188264058
06019004212,ca,06,019,004212,14000US06019004212,Census Tract 42.12,1.83695291252315,11758,4869,1263,603,2511,514,57415,3167,1838,17,1670,158,0,730,4178,3131,4557,0.25939617991374,0.05128423201224698,0.20469932297889287,0.6870748299319728,0.26934852866133696,0.1563191018880762,0.0014458241197482565,0.14203095764585813,0.013437659465895561,0.0,0.06208538867154278,0.3553325395475421
